country,genre,averageRating,numVotes
Saudi Arabia,International Movies,5.928571428571429,3579.5714285714284
Saudi Arabia,Comedies,5.375,848.25
Saudi Arabia,Thrillers,0,0
Saudi Arabia,Romantic Movies,6.550000000000001,1343.5
Saudi Arabia,Horror Movies,0,0
Saudi Arabia,Sci-Fi & Fantasy,0,0
Saudi Arabia,Action & Adventure,5.6,385.0
Saudi Arabia,Classic Movies,0,0
Saudi Arabia,Anime Features,0,0
Saudi Arabia,Sports Movies,0,0
Saudi Arabia,Music & Musicals,5.6,385.0
Saudi Arabia,Cult Movies,0,0
Saudi Arabia,Faith & Spirituality,0,0
Saudi Arabia,LGBTQ Movies,0,0
Saudi Arabia,Stand-Up Comedy,0,0
Saudi Arabia,Movies,5.928571428571429,3579.5714285714284
Thailand,Documentaries,6.575,263.25
Thailand,Children & Family Movies,6.7,69.0
Thailand,Dramas,6.628571428571428,56554.857142857145
Thailand,Independent Movies,0,0
Thailand,International Movies,6.189285714285714,9572.0
Thailand,Comedies,6.719999999999999,1946.8
Thailand,Thrillers,5.599999999999999,7811.666666666667
Thailand,Romantic Movies,6.616666666666667,26478.833333333332
Thailand,Horror Movies,5.658333333333334,6994.666666666667
Thailand,Sci-Fi & Fantasy,0,0
Thailand,Action & Adventure,5.8428571428571425,15072.714285714286
Thailand,Classic Movies,0,0
Thailand,Anime Features,0,0
Thailand,Sports Movies,6.6,274.5
Thailand,Music & Musicals,6.533333333333334,407.6666666666667
Thailand,Cult Movies,0,0
Thailand,Faith & Spirituality,7.0,1450.0
Thailand,LGBTQ Movies,5.95,1075.0
Thailand,Stand-Up Comedy,0,0
Thailand,Movies,6.079999999999999,9282.7
Indonesia,Documentaries,8.3,12842.0
Indonesia,Children & Family Movies,6.050000000000001,417.5
Indonesia,Dramas,6.5875,1888.125
Indonesia,Independent Movies,6.9,486.0
Indonesia,International Movies,6.552727272727273,3363.4727272727273
Indonesia,Comedies,6.1692307692307695,1785.3846153846155
Indonesia,Thrillers,0,0
Indonesia,Romantic Movies,6.38421052631579,2666.7894736842104
Indonesia,Horror Movies,6.328571428571428,11132.57142857143
Indonesia,Sci-Fi & Fantasy,5.65,26074.5
Indonesia,Action & Adventure,6.133333333333334,12397.666666666666
Indonesia,Classic Movies,0,0
Indonesia,Anime Features,0,0
Indonesia,Sports Movies,0,0
Indonesia,Music & Musicals,6.5,132.0
Indonesia,Cult Movies,0,0
Indonesia,Faith & Spirituality,5.7,399.0
Indonesia,LGBTQ Movies,0,0
Indonesia,Stand-Up Comedy,0,0
Indonesia,Movies,6.505263157894737,3779.7894736842104
Egypt,Documentaries,7.5,31338.5
Egypt,Children & Family Movies,5.4,389.0
Egypt,Dramas,6.340624999999999,13664.8125
Egypt,Independent Movies,5.75,773.0
Egypt,International Movies,5.936111111111112,8869.736111111111
Egypt,Comedies,5.582500000000001,3700.45
Egypt,Thrillers,6.699999999999999,4888.5
Egypt,Romantic Movies,6.6,2714.3333333333335
Egypt,Horror Movies,6.1000000000000005,5214.333333333333
Egypt,Sci-Fi & Fantasy,0,0
Egypt,Action & Adventure,5.941666666666666,9819.333333333334
Egypt,Classic Movies,7.414285714285714,13795.42857142857
Egypt,Anime Features,0,0
Egypt,Sports Movies,7.05,374.5
Egypt,Music & Musicals,4.933333333333334,252.0
Egypt,Cult Movies,0,0
Egypt,Faith & Spirituality,0,0
Egypt,LGBTQ Movies,0,0
Egypt,Stand-Up Comedy,0,0
Egypt,Movies,5.969333333333333,8568.186666666666
Denmark,Documentaries,7.3,5097.6
Denmark,Children & Family Movies,5.95,5732.0
Denmark,Dramas,6.721428571428572,23108.285714285714
Denmark,Independent Movies,6.514285714285715,51734.57142857143
Denmark,International Movies,6.963157894736843,20394.526315789473
Denmark,Comedies,0,0
Denmark,Thrillers,5.85,48980.0
Denmark,Romantic Movies,6.45,8709.5
Denmark,Horror Movies,0,0
Denmark,Sci-Fi & Fantasy,0,0
Denmark,Action & Adventure,6.35,32614.5
Denmark,Classic Movies,0,0
Denmark,Anime Features,0,0
Denmark,Sports Movies,7.3,2305.0
Denmark,Music & Musicals,0,0
Denmark,Cult Movies,5.7,111947.0
Denmark,Faith & Spirituality,0,0
Denmark,LGBTQ Movies,0,0
Denmark,Stand-Up Comedy,0,0
Denmark,Movies,6.795833333333333,22302.291666666668
Kuwait,Documentaries,0,0
Kuwait,Children & Family Movies,0,0
Kuwait,Dramas,7.25,86.5
Kuwait,Independent Movies,0,0
Kuwait,International Movies,6.76,2338.2
Kuwait,Comedies,7.2,2886.0
Kuwait,Thrillers,5.0,147.0
Kuwait,Romantic Movies,0,0
Kuwait,Horror Movies,0,0
Kuwait,Sci-Fi & Fantasy,5.0,147.0
Kuwait,Action & Adventure,8.2,11272.0
Kuwait,Classic Movies,0,0
Kuwait,Anime Features,0,0
Kuwait,Sports Movies,0,0
Kuwait,Music & Musicals,0,0
Kuwait,Cult Movies,0,0
Kuwait,Faith & Spirituality,0,0
Kuwait,LGBTQ Movies,0,0
Kuwait,Stand-Up Comedy,0,0
Kuwait,Movies,6.76,2338.2
Netherlands,Documentaries,7.0,3329.0
Netherlands,Children & Family Movies,5.08,2387.4
Netherlands,Dramas,6.4624999999999995,6103.9375
Netherlands,Independent Movies,6.2,7861.666666666667
Netherlands,International Movies,6.372727272727273,13638.848484848484
Netherlands,Comedies,5.285714285714285,36248.57142857143
Netherlands,Thrillers,6.45,38818.0
Netherlands,Romantic Movies,5.6,63859.0
Netherlands,Horror Movies,0,0
Netherlands,Sci-Fi & Fantasy,0,0
Netherlands,Action & Adventure,6.1,20762.0
Netherlands,Classic Movies,0,0
Netherlands,Anime Features,0,0
Netherlands,Sports Movies,0,0
Netherlands,Music & Musicals,6.5,3569.0
Netherlands,Cult Movies,0,0
Netherlands,Faith & Spirituality,0,0
Netherlands,LGBTQ Movies,7.15,7940.5
Netherlands,Stand-Up Comedy,0,0
Netherlands,Movies,6.325714285714285,13171.857142857143
Singapore,Documentaries,0,0
Singapore,Children & Family Movies,0,0
Singapore,Dramas,6.75,61036.5
Singapore,Independent Movies,5.4,236.0
Singapore,International Movies,6.008333333333333,1724.3333333333333
Singapore,Comedies,0,0
Singapore,Thrillers,5.199999999999999,2346.5
Singapore,Romantic Movies,7.6,2095.0
Singapore,Horror Movies,4.8,1186.3333333333333
Singapore,Sci-Fi & Fantasy,5.3,21761.0
Singapore,Action & Adventure,6.5,78383.2
Singapore,Classic Movies,0,0
Singapore,Anime Features,0,0
Singapore,Sports Movies,0,0
Singapore,Music & Musicals,0,0
Singapore,Cult Movies,7.4,359784.0
Singapore,Faith & Spirituality,0,0
Singapore,LGBTQ Movies,0,0
Singapore,Stand-Up Comedy,4.3,56.0
Singapore,Movies,6.115384615384615,29267.384615384617
Malaysia,Documentaries,0,0
Malaysia,Children & Family Movies,7.3,384.0
Malaysia,Dramas,6.55,621.3
Malaysia,Independent Movies,0,0
Malaysia,International Movies,5.866666666666666,598.6666666666666
Malaysia,Comedies,5.449999999999999,364.5
Malaysia,Thrillers,0,0
Malaysia,Romantic Movies,7.5,204.0
Malaysia,Horror Movies,5.225,728.25
Malaysia,Sci-Fi & Fantasy,0,0
Malaysia,Action & Adventure,5.68,859.2
Malaysia,Classic Movies,0,0
Malaysia,Anime Features,0,0
Malaysia,Sports Movies,0,0
Malaysia,Music & Musicals,0,0
Malaysia,Cult Movies,0,0
Malaysia,Faith & Spirituality,0,0
Malaysia,LGBTQ Movies,0,0
Malaysia,Stand-Up Comedy,0,0
Malaysia,Movies,5.956250000000001,585.25
South Korea,Documentaries,6.6,122.5
South Korea,Children & Family Movies,4.924999999999999,5964.5
South Korea,Dramas,6.634782608695652,15808.782608695652
South Korea,Independent Movies,7.5,62280.0
South Korea,International Movies,6.473170731707317,25244.829268292684
South Korea,Comedies,5.66,11601.533333333333
South Korea,Thrillers,6.207692307692308,21341.69230769231
South Korea,Romantic Movies,6.9,3206.0
South Korea,Horror Movies,6.375,63579.0
South Korea,Sci-Fi & Fantasy,6.366666666666667,6272.0
South Korea,Action & Adventure,6.766666666666666,57813.4
South Korea,Classic Movies,0,0
South Korea,Anime Features,0,0
South Korea,Sports Movies,0,0
South Korea,Music & Musicals,6.2,21.0
South Korea,Cult Movies,7.1,353956.0
South Korea,Faith & Spirituality,0,0
South Korea,LGBTQ Movies,6.4,850.0
South Korea,Stand-Up Comedy,5.1,68.0
South Korea,Movies,6.220408163265306,22097.020408163266
Vietnam,Documentaries,5.7,1037.0
Vietnam,Children & Family Movies,0,0
Vietnam,Dramas,6.15,2237.25
Vietnam,Independent Movies,0,0
Vietnam,International Movies,6.016666666666667,1727.0
Vietnam,Comedies,6.199999999999999,1805.0
Vietnam,Thrillers,0,0
Vietnam,Romantic Movies,6.9,879.0
Vietnam,Horror Movies,0,0
Vietnam,Sci-Fi & Fantasy,0,0
Vietnam,Action & Adventure,6.05,2545.5
Vietnam,Classic Movies,0,0
Vietnam,Anime Features,0,0
Vietnam,Sports Movies,0,0
Vietnam,Music & Musicals,5.7,1037.0
Vietnam,Cult Movies,0,0
Vietnam,Faith & Spirituality,0,0
Vietnam,LGBTQ Movies,0,0
Vietnam,Stand-Up Comedy,0,0
Vietnam,Movies,6.016666666666667,1727.0
Hungary,Documentaries,0,0
Hungary,Children & Family Movies,0,0
Hungary,Dramas,7.019999999999999,40327.6
Hungary,Independent Movies,0,0
Hungary,International Movies,6.966666666666666,10295.666666666666
Hungary,Comedies,0,0
Hungary,Thrillers,7.4,2484.0
Hungary,Romantic Movies,7.5,27327.0
Hungary,Horror Movies,7.0,266556.0
Hungary,Sci-Fi & Fantasy,6.65,162618.0
Hungary,Action & Adventure,6.233333333333333,122311.33333333333
Hungary,Classic Movies,0,0
Hungary,Anime Features,0,0
Hungary,Sports Movies,0,0
Hungary,Music & Musicals,0,0
Hungary,Cult Movies,0,0
Hungary,Faith & Spirituality,0,0
Hungary,LGBTQ Movies,0,0
Hungary,Stand-Up Comedy,0,0
Hungary,Movies,6.975,74360.75
Lebanon,Documentaries,5.8999999999999995,3072.6666666666665
Lebanon,Children & Family Movies,7.0,4718.0
Lebanon,Dramas,6.831249999999999,1618.0625
Lebanon,Independent Movies,7.5,3208.0
Lebanon,International Movies,6.688888888888887,1719.611111111111
Lebanon,Comedies,6.760000000000001,938.2
Lebanon,Thrillers,0,0
Lebanon,Romantic Movies,6.6000000000000005,600.3333333333334
Lebanon,Horror Movies,0,0
Lebanon,Sci-Fi & Fantasy,0,0
Lebanon,Action & Adventure,0,0
Lebanon,Classic Movies,6.4,107.0
Lebanon,Anime Features,0,0
Lebanon,Sports Movies,0,0
Lebanon,Music & Musicals,6.4,603.0
Lebanon,Cult Movies,0,0
Lebanon,Faith & Spirituality,0,0
Lebanon,LGBTQ Movies,0,0
Lebanon,Stand-Up Comedy,0,0
Lebanon,Movies,6.704999999999998,1790.15
Syria,Documentaries,0,0
Syria,Children & Family Movies,0,0
Syria,Dramas,6.7,132.0
Syria,Independent Movies,6.7,132.0
Syria,International Movies,0,0
Syria,Comedies,6.7,132.0
Syria,Thrillers,0,0
Syria,Romantic Movies,0,0
Syria,Horror Movies,0,0
Syria,Sci-Fi & Fantasy,0,0
Syria,Action & Adventure,0,0
Syria,Classic Movies,0,0
Syria,Anime Features,0,0
Syria,Sports Movies,0,0
Syria,Music & Musicals,0,0
Syria,Cult Movies,0,0
Syria,Faith & Spirituality,0,0
Syria,LGBTQ Movies,0,0
Syria,Stand-Up Comedy,0,0
Syria,Movies,6.7,132.0
Philippines,Documentaries,6.1,2800.0
Philippines,Children & Family Movies,6.9,12557.5
Philippines,Dramas,6.654347826086958,3049.5652173913045
Philippines,Independent Movies,6.5,17503.666666666668
Philippines,International Movies,6.398529411764707,3082.426470588235
Philippines,Comedies,6.086956521739131,346.30434782608694
Philippines,Thrillers,7.3,1723.0
Philippines,Romantic Movies,6.6400000000000015,3543.9
Philippines,Horror Movies,5.875000000000001,798.25
Philippines,Sci-Fi & Fantasy,0,0
Philippines,Action & Adventure,4.74,931.2
Philippines,Classic Movies,0,0
Philippines,Anime Features,0,0
Philippines,Sports Movies,6.7,300.0
Philippines,Music & Musicals,6.5,305.0
Philippines,Cult Movies,0,0
Philippines,Faith & Spirituality,0,0
Philippines,LGBTQ Movies,5.675,366.75
Philippines,Stand-Up Comedy,0,0
Philippines,Movies,6.394202898550726,3040.304347826087
United Arab Emirates,Documentaries,5.583333333333333,2652.6666666666665
United Arab Emirates,Children & Family Movies,5.55,3937.75
United Arab Emirates,Dramas,5.778947368421052,11342.473684210527
United Arab Emirates,Independent Movies,6.666666666666667,12186.666666666666
United Arab Emirates,International Movies,5.25,2245.1666666666665
United Arab Emirates,Comedies,4.96,9206.1
United Arab Emirates,Thrillers,6.6,17384.0
United Arab Emirates,Romantic Movies,5.0,33.0
United Arab Emirates,Horror Movies,4.2,69.0
United Arab Emirates,Sci-Fi & Fantasy,4.166666666666667,42132.666666666664
United Arab Emirates,Action & Adventure,3.95,62138.0
United Arab Emirates,Classic Movies,0,0
United Arab Emirates,Anime Features,0,0
United Arab Emirates,Sports Movies,5.7,1924.0
United Arab Emirates,Music & Musicals,2.3,153.0
United Arab Emirates,Cult Movies,0,0
United Arab Emirates,Faith & Spirituality,0,0
United Arab Emirates,LGBTQ Movies,0,0
United Arab Emirates,Stand-Up Comedy,0,0
United Arab Emirates,Movies,5.266666666666667,2577.6666666666665
Sweden,Documentaries,7.240000000000002,8968.4
Sweden,Children & Family Movies,0,0
Sweden,Dramas,6.661538461538462,53945.153846153844
Sweden,Independent Movies,6.6800000000000015,54497.2
Sweden,International Movies,6.73125,13090.0625
Sweden,Comedies,6.266666666666666,41808.0
Sweden,Thrillers,6.125,149400.0
Sweden,Romantic Movies,5.9,4220.0
Sweden,Horror Movies,0,0
Sweden,Sci-Fi & Fantasy,0,0
Sweden,Action & Adventure,6.35,32614.5
Sweden,Classic Movies,0,0
Sweden,Anime Features,0,0
Sweden,Sports Movies,6.8,4399.0
Sweden,Music & Musicals,7.699999999999999,25412.333333333332
Sweden,Cult Movies,5.7,111947.0
Sweden,Faith & Spirituality,0,0
Sweden,LGBTQ Movies,0,0
Sweden,Stand-Up Comedy,0,0
Sweden,Movies,6.683333333333334,24395.444444444445
Argentina,Documentaries,6.55,764.3333333333334
Argentina,Children & Family Movies,5.800000000000001,5355.0
Argentina,Dramas,6.277777777777778,3096.6296296296296
Argentina,Independent Movies,6.033333333333332,2248.8333333333335
Argentina,International Movies,6.292307692307693,3024.948717948718
Argentina,Comedies,6.480000000000001,9219.6
Argentina,Thrillers,6.128571428571428,2673.5714285714284
Argentina,Romantic Movies,5.4,7244.0
Argentina,Horror Movies,6.1000000000000005,9213.333333333334
Argentina,Sci-Fi & Fantasy,7.3,4251.0
Argentina,Action & Adventure,6.45,390.5
Argentina,Classic Movies,0,0
Argentina,Anime Features,0,0
Argentina,Sports Movies,6.8,3861.3333333333335
Argentina,Music & Musicals,5.95,1078.75
Argentina,Cult Movies,0,0
Argentina,Faith & Spirituality,0,0
Argentina,LGBTQ Movies,6.5,795.0
Argentina,Stand-Up Comedy,6.366666666666666,373.3333333333333
Argentina,Movies,6.2682926829268295,3138.609756097561
Mauritius,Documentaries,0,0
Mauritius,Children & Family Movies,5.4,1000.0
Mauritius,Dramas,0,0
Mauritius,Independent Movies,0,0
Mauritius,International Movies,0,0
Mauritius,Comedies,5.4,1000.0
Mauritius,Thrillers,0,0
Mauritius,Romantic Movies,0,0
Mauritius,Horror Movies,0,0
Mauritius,Sci-Fi & Fantasy,0,0
Mauritius,Action & Adventure,0,0
Mauritius,Classic Movies,0,0
Mauritius,Anime Features,0,0
Mauritius,Sports Movies,0,0
Mauritius,Music & Musicals,0,0
Mauritius,Cult Movies,0,0
Mauritius,Faith & Spirituality,0,0
Mauritius,LGBTQ Movies,0,0
Mauritius,Stand-Up Comedy,0,0
Mauritius,Movies,5.4,1000.0
Austria,Documentaries,6.8999999999999995,7575.666666666667
Austria,Children & Family Movies,0,0
Austria,Dramas,6.26,28331.0
Austria,Independent Movies,6.233333333333333,45683.333333333336
Austria,International Movies,5.525000000000001,17884.125
Austria,Comedies,0,0
Austria,Thrillers,4.05,628.5
Austria,Romantic Movies,0,0
Austria,Horror Movies,4.5,154.0
Austria,Sci-Fi & Fantasy,3.6,1103.0
Austria,Action & Adventure,0,0
Austria,Classic Movies,0,0
Austria,Anime Features,0,0
Austria,Sports Movies,8.1,19275.0
Austria,Music & Musicals,0,0
Austria,Cult Movies,0,0
Austria,Faith & Spirituality,0,0
Austria,LGBTQ Movies,0,0
Austria,Stand-Up Comedy,0,0
Austria,Movies,5.811111111111113,18038.666666666668
Russia,Documentaries,7.45,525.5
Russia,Children & Family Movies,6.2,3974.0
Russia,Dramas,6.4,19877.5
Russia,Independent Movies,0,0
Russia,International Movies,6.880000000000001,26999.2
Russia,Comedies,6.2,3974.0
Russia,Thrillers,5.6,74760.0
Russia,Romantic Movies,0,0
Russia,Horror Movies,5.6,74760.0
Russia,Sci-Fi & Fantasy,5.800000000000001,77605.5
Russia,Action & Adventure,5.8999999999999995,67897.0
Russia,Classic Movies,0,0
Russia,Anime Features,0,0
Russia,Sports Movies,7.4,814.0
Russia,Music & Musicals,0,0
Russia,Cult Movies,0,0
Russia,Faith & Spirituality,0,0
Russia,LGBTQ Movies,0,0
Russia,Stand-Up Comedy,0,0
Russia,Movies,6.6000000000000005,30532.85714285714
Turkey,Documentaries,0,0
Turkey,Children & Family Movies,5.0,744.5
Turkey,Dramas,6.745,10499.5
Turkey,Independent Movies,8.2,30.0
Turkey,International Movies,5.894,6563.34
Turkey,Comedies,5.541666666666667,5780.416666666667
Turkey,Thrillers,8.1,3075.0
Turkey,Romantic Movies,5.884615384615386,6311.0
Turkey,Horror Movies,6.199999999999999,4290.5
Turkey,Sci-Fi & Fantasy,0,0
Turkey,Action & Adventure,4.1,8803.5
Turkey,Classic Movies,0,0
Turkey,Anime Features,0,0
Turkey,Sports Movies,4.75,4344.5
Turkey,Music & Musicals,5.0,3170.0
Turkey,Cult Movies,0,0
Turkey,Faith & Spirituality,0,0
Turkey,LGBTQ Movies,0,0
Turkey,Stand-Up Comedy,0,0
Turkey,Movies,5.898076923076923,6810.615384615385
Taiwan,Documentaries,7.2,471.0
Taiwan,Children & Family Movies,0,0
Taiwan,Dramas,6.85,3741.2
Taiwan,Independent Movies,6.966666666666666,3720.6666666666665
Taiwan,International Movies,6.464705882352941,18009.529411764706
Taiwan,Comedies,6.8,2857.3333333333335
Taiwan,Thrillers,5.8,1572.0
Taiwan,Romantic Movies,6.7,133203.5
Taiwan,Horror Movies,5.7,819.5
Taiwan,Sci-Fi & Fantasy,0,0
Taiwan,Action & Adventure,6.5,88964.0
Taiwan,Classic Movies,0,0
Taiwan,Anime Features,0,0
Taiwan,Sports Movies,7.2,471.0
Taiwan,Music & Musicals,7.1,4349.0
Taiwan,Cult Movies,0,0
Taiwan,Faith & Spirituality,0,0
Taiwan,LGBTQ Movies,7.2,5778.0
Taiwan,Stand-Up Comedy,0,0
Taiwan,Movies,6.536842105263159,16222.052631578947
Cameroon,Documentaries,0,0
Cameroon,Children & Family Movies,0,0
Cameroon,Dramas,6.4,624.0
Cameroon,Independent Movies,0,0
Cameroon,International Movies,6.4,624.0
Cameroon,Comedies,0,0
Cameroon,Thrillers,0,0
Cameroon,Romantic Movies,0,0
Cameroon,Horror Movies,0,0
Cameroon,Sci-Fi & Fantasy,0,0
Cameroon,Action & Adventure,0,0
Cameroon,Classic Movies,0,0
Cameroon,Anime Features,0,0
Cameroon,Sports Movies,0,0
Cameroon,Music & Musicals,0,0
Cameroon,Cult Movies,0,0
Cameroon,Faith & Spirituality,0,0
Cameroon,LGBTQ Movies,0,0
Cameroon,Stand-Up Comedy,0,0
Cameroon,Movies,6.4,624.0
Ireland,Documentaries,6.816666666666666,1600.8333333333333
Ireland,Children & Family Movies,6.9,16627.0
Ireland,Dramas,6.907142857142858,60135.92857142857
Ireland,Independent Movies,7.014285714285714,94221.28571428571
Ireland,International Movies,6.599999999999999,31850.833333333332
Ireland,Comedies,6.566666666666666,67170.16666666667
Ireland,Thrillers,7.0,84999.0
Ireland,Romantic Movies,6.725,103709.5
Ireland,Horror Movies,4.966666666666667,7616.0
Ireland,Sci-Fi & Fantasy,0,0
Ireland,Action & Adventure,6.6000000000000005,45849.666666666664
Ireland,Classic Movies,0,0
Ireland,Anime Features,0,0
Ireland,Sports Movies,7.25,3295.0
Ireland,Music & Musicals,0,0
Ireland,Cult Movies,0,0
Ireland,Faith & Spirituality,6.9,108.0
Ireland,LGBTQ Movies,0,0
Ireland,Stand-Up Comedy,0,0
Ireland,Movies,6.622222222222222,46737.666666666664
"United Kingdom,",Documentaries,7.395833333333335,12343.416666666666
"United Kingdom,",Children & Family Movies,6.619047619047619,89163.09523809524
"United Kingdom,",Dramas,6.826016260162604,101292.66666666667
"United Kingdom,",Independent Movies,6.95609756097561,105504.58536585367
"United Kingdom,",International Movies,6.746341463414635,72121.65853658537
"United Kingdom,",Comedies,6.1951219512195115,86829.63414634146
"United Kingdom,",Thrillers,6.374285714285714,80529.34285714285
"United Kingdom,",Romantic Movies,6.637500000000002,84399.58333333333
"United Kingdom,",Horror Movies,6.22,109866.7
"United Kingdom,",Sci-Fi & Fantasy,6.204347826086954,176657.86956521738
"United Kingdom,",Action & Adventure,6.365306122448979,161914.97959183675
"United Kingdom,",Classic Movies,7.4125000000000005,146612.125
"United Kingdom,",Anime Features,0,0
"United Kingdom,",Sports Movies,6.8,26136.4
"United Kingdom,",Music & Musicals,6.778571428571429,53464.642857142855
"United Kingdom,",Cult Movies,7.7,454014.0
"United Kingdom,",Faith & Spirituality,6.625,4186.0
"United Kingdom,",LGBTQ Movies,6.866666666666666,85393.66666666667
"United Kingdom,",Stand-Up Comedy,0,0
"United Kingdom,",Movies,6.728205128205131,88852.92948717948
Qatar,Documentaries,0,0
Qatar,Children & Family Movies,7.0,4718.0
Qatar,Dramas,6.839999999999999,3461.6
Qatar,Independent Movies,7.166666666666667,4609.333333333333
Qatar,International Movies,6.966666666666666,7204.833333333333
Qatar,Comedies,7.35,2414.0
Qatar,Thrillers,6.699999999999999,14000.5
Qatar,Romantic Movies,0,0
Qatar,Horror Movies,6.8,27211.0
Qatar,Sci-Fi & Fantasy,0,0
Qatar,Action & Adventure,0,0
Qatar,Classic Movies,0,0
Qatar,Anime Features,0,0
Qatar,Sports Movies,0,0
Qatar,Music & Musicals,0,0
Qatar,Cult Movies,0,0
Qatar,Faith & Spirituality,0,0
Qatar,LGBTQ Movies,0,0
Qatar,Stand-Up Comedy,0,0
Qatar,Movies,6.971428571428571,6849.571428571428
Chile,Documentaries,0,0
Chile,Children & Family Movies,0,0
Chile,Dramas,6.339999999999999,7144.3
Chile,Independent Movies,6.242857142857142,14632.857142857143
Chile,International Movies,6.0,5682.923076923077
Chile,Comedies,4.333333333333333,456.6666666666667
Chile,Thrillers,6.15,47312.5
Chile,Romantic Movies,0,0
Chile,Horror Movies,5.0,49361.333333333336
Chile,Sci-Fi & Fantasy,0,0
Chile,Action & Adventure,4.8,11796.0
Chile,Classic Movies,0,0
Chile,Anime Features,0,0
Chile,Sports Movies,0,0
Chile,Music & Musicals,0,0
Chile,Cult Movies,0,0
Chile,Faith & Spirituality,0,0
Chile,LGBTQ Movies,0,0
Chile,Stand-Up Comedy,4.933333333333334,62.666666666666664
Chile,Movies,5.8125,13872.625
Cambodia,Documentaries,0,0
Cambodia,Children & Family Movies,6.0,9025.0
Cambodia,Dramas,7.033333333333334,76058.66666666667
Cambodia,Independent Movies,0,0
Cambodia,International Movies,5.900000000000001,2490.3333333333335
Cambodia,Comedies,6.55,109042.5
Cambodia,Thrillers,0,0
Cambodia,Romantic Movies,0,0
Cambodia,Horror Movies,0,0
Cambodia,Sci-Fi & Fantasy,5.4,5079.0
Cambodia,Action & Adventure,5.4,3272.5
Cambodia,Classic Movies,0,0
Cambodia,Anime Features,0,0
Cambodia,Sports Movies,0,0
Cambodia,Music & Musicals,0,0
Cambodia,Cult Movies,0,0
Cambodia,Faith & Spirituality,0,0
Cambodia,LGBTQ Movies,0,0
Cambodia,Stand-Up Comedy,0,0
Cambodia,Movies,5.925000000000001,4124.0
Portugal,Documentaries,0,0
Portugal,Children & Family Movies,0,0
Portugal,Dramas,6.5200000000000005,2647.2
Portugal,Independent Movies,6.6,1385.0
Portugal,International Movies,6.7,2668.3333333333335
Portugal,Comedies,5.4,1095.0
Portugal,Thrillers,0,0
Portugal,Romantic Movies,6.0,2096.0
Portugal,Horror Movies,0,0
Portugal,Sci-Fi & Fantasy,0,0
Portugal,Action & Adventure,0,0
Portugal,Classic Movies,0,0
Portugal,Anime Features,0,0
Portugal,Sports Movies,7.5,6236.0
Portugal,Music & Musicals,0,0
Portugal,Cult Movies,0,0
Portugal,Faith & Spirituality,6.5,3135.0
Portugal,LGBTQ Movies,0,0
Portugal,Stand-Up Comedy,0,0
Portugal,Movies,6.525,2525.25
Cayman Islands,Documentaries,0,0
Cayman Islands,Children & Family Movies,5.6,3483.0
Cayman Islands,Dramas,0,0
Cayman Islands,Independent Movies,0,0
Cayman Islands,International Movies,0,0
Cayman Islands,Comedies,5.6,3483.0
Cayman Islands,Thrillers,0,0
Cayman Islands,Romantic Movies,0,0
Cayman Islands,Horror Movies,0,0
Cayman Islands,Sci-Fi & Fantasy,0,0
Cayman Islands,Action & Adventure,0,0
Cayman Islands,Classic Movies,0,0
Cayman Islands,Anime Features,0,0
Cayman Islands,Sports Movies,0,0
Cayman Islands,Music & Musicals,0,0
Cayman Islands,Cult Movies,0,0
Cayman Islands,Faith & Spirituality,0,0
Cayman Islands,LGBTQ Movies,0,0
Cayman Islands,Stand-Up Comedy,0,0
Cayman Islands,Movies,5.6,3483.0
Norway,Documentaries,7.2,5092.666666666667
Norway,Children & Family Movies,7.1,2381.0
Norway,Dramas,6.854545454545454,53098.545454545456
Norway,Independent Movies,6.9,1582.5
Norway,International Movies,6.421428571428571,8818.357142857143
Norway,Comedies,5.1,2307.0
Norway,Thrillers,6.266666666666667,163886.66666666666
Norway,Romantic Movies,5.9,4220.0
Norway,Horror Movies,5.1,11830.0
Norway,Sci-Fi & Fantasy,0,0
Norway,Action & Adventure,5.949999999999999,19742.25
Norway,Classic Movies,0,0
Norway,Anime Features,0,0
Norway,Sports Movies,0,0
Norway,Music & Musicals,0,0
Norway,Cult Movies,0,0
Norway,Faith & Spirituality,0,0
Norway,LGBTQ Movies,0,0
Norway,Stand-Up Comedy,0,0
Norway,Movies,6.36875,8636.3125
Iceland,Documentaries,0,0
Iceland,Children & Family Movies,0,0
Iceland,Dramas,6.5,28825.0
Iceland,Independent Movies,6.366666666666667,18435.333333333332
Iceland,International Movies,6.9,3046.0
Iceland,Comedies,0,0
Iceland,Thrillers,6.8,33372.0
Iceland,Romantic Movies,6.6,55447.0
Iceland,Horror Movies,0,0
Iceland,Sci-Fi & Fantasy,5.0,7454.0
Iceland,Action & Adventure,6.6,55447.0
Iceland,Classic Movies,0,0
Iceland,Anime Features,0,0
Iceland,Sports Movies,0,0
Iceland,Music & Musicals,0,0
Iceland,Cult Movies,0,0
Iceland,Faith & Spirituality,0,0
Iceland,LGBTQ Movies,0,0
Iceland,Stand-Up Comedy,7.8,1514.0
Iceland,Movies,6.425000000000001,27688.25
Serbia,Documentaries,0,0
Serbia,Children & Family Movies,0,0
Serbia,Dramas,6.3,2154.3333333333335
Serbia,Independent Movies,0,0
Serbia,International Movies,6.7,2123.0
Serbia,Comedies,0,0
Serbia,Thrillers,5.5,2217.0
Serbia,Romantic Movies,0,0
Serbia,Horror Movies,0,0
Serbia,Sci-Fi & Fantasy,3.3,1819.0
